e

(12 61  0):  0.89050009P 0.89243069P 0.89445244P 0.89656891P 0.89878800P
(12 61  5):  0.90109070P 0.90350129P 0.90603601P 0.90869944P 0.91148682P
(12 61 10):  0.91440526P 0.91731747P 0.92049956P 0.92390772P 0.92746744P
(12 61 15):  0.93112950P 0.93482814P 0.93797281P 0.94300028H 0.94791636H
(12 61 20):  0.95248785H 0.95680049H 0.96016464H 0.96186832H 0.96349281H
(12 61 25):  0.96505958H 0.96646293H 0.96791854H 0.96934353H 0.97069281H
(12 61 30):  0.97192740H 0.97310922H 0.97392858H 0.97545226H 0.97664353H
(12 61 35):  0.97759491H 0.97835078H 0.97905730H 0.97905730H 1.00000000H
(12 61 40):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 61 45):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 61 50):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 61 55):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 61 60):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 61 65):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 61 70):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 61 75):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 61 80):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 61 85):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 61 90):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 61 95):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H

(12 62  0):  0.89602981P 0.89792540P 0.89991060P 0.90199153P 0.90415951P
(12 62  5):  0.90641792P 0.90878965P 0.91128416P 0.91390273P 0.91664508P
(12 62 10):  0.91942582P 0.92234011P 0.92551454P 0.92886976P 0.93235653P
(12 62 15):  0.93587988P 0.93902455P 0.94300028H 0.94791636H 0.95248785H
(12 62 20):  0.95680049H 0.96016464H 0.96186832H 0.96349281H 0.96505958H
(12 62 25):  0.96646293H 0.96791854H 0.96934353H 0.97069281H 0.97192740H
(12 62 30):  0.97310922H 0.97392858H 0.97545226H 0.97664353H 0.97759491H
(12 62 35):  0.97835078H 0.97905730H 0.97905730H 1.00000000H 1.00000000H
(12 62 40):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 62 45):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 62 50):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 62 55):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 62 60):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 62 65):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 62 70):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 62 75):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 62 80):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 62 85):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 62 90):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 62 95):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H

(12 63  0):  0.90122356P 0.90308410P 0.90503382P 0.90707387P 0.90918775P
(12 63  5):  0.91140470P 0.91373878P 0.91619705P 0.91877216P 0.92142805P
(12 63 10):  0.92408801P 0.92704049P 0.93020150P 0.93352180P 0.93687868P
(12 63 15):  0.94002335P 0.94300028H 0.94791636H 0.95248785H 0.95680049H
(12 63 20):  0.96016464H 0.96186832H 0.96349281H 0.96505958H 0.96646293H
(12 63 25):  0.96791854H 0.96934353H 0.97069281H 0.97192740H 0.97310922H
(12 63 30):  0.97392858H 0.97545226H 0.97664353H 0.97759491H 0.97835078H
(12 63 35):  0.97905730H 0.97905730H 1.00000000H 1.00000000H 1.00000000H
(12 63 40):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 63 45):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 63 50):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 63 55):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 63 60):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 63 65):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 63 70):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 63 75):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 63 80):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 63 85):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 63 90):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 63 95):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H

(12 64  0):  0.90624322P 0.90806924P 0.90998297P 0.91196614P 0.91403867P
(12 64  5):  0.91622010P 0.91852245P 0.92093905P 0.92344851P 0.92593772P
(12 64 10):  0.92865527P 0.93161106P 0.93475311P 0.93794815P 0.94099445P
(12 64 15):  0.94359052P 0.94791636H 0.95248785H 0.95680049H 0.96016464H
(12 64 20):  0.96186832H 0.96349281H 0.96505958H 0.96646293H 0.96791854H
(12 64 25):  0.96934353H 0.97069281H 0.97192740H 0.97310922H 0.97392858H
(12 64 30):  0.97545226H 0.97664353H 0.97759491H 0.97835078H 0.97905730H
(12 64 35):  0.97905730H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 64 40):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 64 45):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 64 50):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 64 55):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 64 60):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 64 65):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 64 70):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 64 75):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 64 80):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 64 85):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 64 90):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 64 95):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H

(12 65  0):  0.91105276P 0.91284313P 0.91470603P 0.91664269P 0.91867861P
(12 65  5):  0.92083013P 0.92309603P 0.92544826P 0.92782009P 0.93029854P
(12 65 10):  0.93304566P 0.93600513P 0.93904366P 0.94193346P 0.94452953P
(12 65 15):  0.94791636H 0.95248785H 0.95680049H 0.96016464H 0.96186832H
(12 65 20):  0.96349281H 0.96505958H 0.96646293H 0.96791854H 0.96934353H
(12 65 25):  0.97069281H 0.97192740H 0.97310922H 0.97392858H 0.97545226H
(12 65 30):  0.97664353H 0.97759491H 0.97835078H 0.97905730H 0.97905730H
(12 65 35):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 65 40):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 65 45):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 65 50):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 65 55):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 65 60):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 65 65):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 65 70):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 65 75):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 65 80):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 65 85):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 65 90):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 65 95):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H

(12 66  0):  0.91557152P 0.91731969P 0.91912673P 0.92102384P 0.92303148P
(12 66  5):  0.92515362P 0.92735587P 0.92961573P 0.93186610P 0.93441416P
(12 66 10):  0.93719946P 0.94008870P 0.94282921P 0.94542528P 0.94791636H
(12 66 15):  0.95248785H 0.95680049H 0.96016464H 0.96186832H 0.96349281H
(12 66 20):  0.96505958H 0.96646293H 0.96791854H 0.96934353H 0.97069281H
(12 66 25):  0.97192740H 0.97310922H 0.97392858H 0.97545226H 0.97664353H
(12 66 30):  0.97759491H 0.97835078H 0.97962293P 0.97962293P 1.00000000H
(12 66 35):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 66 40):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 66 45):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 66 50):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 66 55):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 66 60):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 66 65):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 66 70):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 66 75):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 66 80):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 66 85):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 66 90):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 66 95):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H

(12 67  0):  0.91991239P 0.92160170P 0.92336918P 0.92524009P 0.92722289P
(12 67  5):  0.92928310P 0.93141445P 0.93350503P 0.93584494P 0.93844838P
(12 67 10):  0.94117986P 0.94377573P 0.94629313P 0.94838842P 0.95248785H
(12 67 15):  0.95680049H 0.96016464H 0.96186832H 0.96349281H 0.96505958H
(12 67 20):  0.96646293H 0.96791854H 0.96934353H 0.97069281H 0.97192740H
(12 67 25):  0.97310922H 0.97392858H 0.97545226H 0.97664353H 0.97759491H
(12 67 30):  0.97835078H 0.98049078P 0.98049078P 1.00000000H 1.00000000H
(12 67 35):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 67 40):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 67 45):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 67 50):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 67 55):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 67 60):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 67 65):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 67 70):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 67 75):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 67 80):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 67 85):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 67 90):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 67 95):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H

(12 68  0):  0.92404699P 0.92569320P 0.92743425P 0.92928243P 0.93120815P
(12 68  5):  0.93319917P 0.93518500P 0.93731152P 0.93972872P 0.94229726P
(12 68 10):  0.94475345P 0.94713117P 0.94922646P 0.95248785H 0.95680049H
(12 68 15):  0.96016464H 0.96186832H 0.96349281H 0.96505958H 0.96646293H
(12 68 20):  0.96791854H 0.96934353H 0.97069281H 0.97192740H 0.97310922H
(12 68 25):  0.97392858H 0.97545226H 0.97664353H 0.97759491H 0.97835078H
(12 68 30):  0.98132882P 0.98132882P 1.00000000H 1.00000000H 1.00000000H
(12 68 35):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 68 40):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 68 45):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 68 50):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 68 55):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 68 60):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 68 65):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 68 70):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 68 75):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 68 80):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 68 85):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 68 90):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 68 95):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H

(12 69  0):  0.92798315P 0.92959624P 0.93131179P 0.93310497P 0.93495774P
(12 69  5):  0.93684034P 0.93875660P 0.94099030P 0.94339827P 0.94571683P
(12 69 10):  0.94795693P 0.95005222P 0.95248785H 0.95680049H 0.96016464H
(12 69 15):  0.96186832H 0.96349281H 0.96505958H 0.96646293H 0.96791854H
(12 69 20):  0.96934353H 0.97069281H 0.97192740H 0.97310922H 0.97392858H
(12 69 25):  0.97545226H 0.97664353H 0.97759491H 0.97918034P 0.98215458P
(12 69 30):  0.98215458P 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 69 35):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 69 40):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 69 45):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 69 50):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 69 55):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 69 60):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 69 65):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 69 70):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 69 75):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 69 80):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 69 85):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 69 90):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 69 95):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H

(12 70  0):  0.93176876P 0.93335109P 0.93501114P 0.93672504P 0.93850377P
(12 70  5):  0.94020936P 0.94225859P 0.94450514P 0.94668533P 0.94878717P
(12 70 10):  0.95088175P 0.95249215P 0.95680049H 0.96016464H 0.96186832H
(12 70 15):  0.96349281H 0.96505958H 0.96646293H 0.96791854H 0.96934353H
(12 70 20):  0.97069281H 0.97192740H 0.97310922H 0.97392858H 0.97545226H
(12 70 25):  0.97664353H 0.97759491H 0.98014812P 0.98298411P 0.98298411P
(12 70 30):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 70 35):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 70 40):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 70 45):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 70 50):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 70 55):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 70 60):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 70 65):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 70 70):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 70 75):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 70 80):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 70 85):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 70 90):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 70 95):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H

(12 71  0):  0.93564607P 0.93716533P 0.93873854P 0.94037051P 0.94196653P
(12 71  5):  0.94379256P 0.94584432P 0.94785407P 0.94980982P 0.95175830P
(12 71 10):  0.95336871P 0.95680049H 0.96016464H 0.96186832H 0.96349281H
(12 71 15):  0.96505958H 0.96646293H 0.96791854H 0.96934353H 0.97069281H
(12 71 20):  0.97192740H 0.97310922H 0.97392858H 0.97545226H 0.97664353H
(12 71 25):  0.97848088P 0.98117077P 0.98386066P 0.98386066P 1.00000000H
(12 71 30):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 71 35):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 71 40):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 71 45):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 71 50):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 71 55):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 71 60):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 71 65):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 71 70):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 71 75):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 71 80):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 71 85):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 71 90):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 71 95):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H

(12 72  0):  0.93941638P 0.94084259P 0.94232118P 0.94380271P 0.94539551P
(12 72  5):  0.94724372P 0.94907536P 0.95087845P 0.95267427P 0.95428468P
(12 72 10):  0.95680049H 0.96016464H 0.96186832H 0.96349281H 0.96505958H
(12 72 15):  0.96646293H 0.96791854H 0.96934353H 0.97069281H 0.97192740H
(12 72 20):  0.97310922H 0.97392858H 0.97545226H 0.97674207P 0.97970217P
(12 72 25):  0.98223940P 0.98477663P 0.98477663P 1.00000000H 1.00000000H
(12 72 30):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 72 35):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 72 40):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 72 45):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 72 50):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 72 55):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 72 60):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 72 65):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 72 70):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 72 75):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 72 80):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 72 85):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 72 90):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 72 95):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H

(12 73  0):  0.94305910P 0.94437613P 0.94573704P 0.94708414P 0.94871792P
(12 73  5):  0.95036194P 0.95200421P 0.95363920P 0.95524961P 0.95680049H
(12 73 10):  0.96016464H 0.96186832H 0.96349281H 0.96505958H 0.96646293H
(12 73 15):  0.96791854H 0.96934353H 0.97069281H 0.97192740H 0.97310922H
(12 73 20):  0.97392858H 0.97545226H 0.97821628P 0.98098875P 0.98336516P
(12 73 25):  0.98574156P 0.98574156P 1.00000000H 1.00000000H 1.00000000H
(12 73 30):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 73 35):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 73 40):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 73 45):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 73 50):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 73 55):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 73 60):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 73 65):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 73 70):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 73 75):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 73 80):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 73 85):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 73 90):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 73 95):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H

(12 74  0):  0.94658575P 0.94779342P 0.94898440P 0.95037682P 0.95181007P
(12 74  5):  0.95326882P 0.95474035P 0.95623039P 0.95752270P 0.96016464H
(12 74 10):  0.96186832H 0.96349281H 0.96505958H 0.96646293H 0.96791854H
(12 74 15):  0.96934353H 0.97069281H 0.97192740H 0.97310922H 0.97392858H
(12 74 20):  0.97676410P 0.97971469P 0.98229645P 0.98450940P 0.98672234P
(12 74 25):  0.98672234P 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 74 30):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 74 35):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 74 40):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 74 45):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 74 50):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 74 55):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 74 60):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 74 65):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 74 70):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 74 75):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 74 80):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 74 85):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 74 90):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 74 95):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H

(12 75  0):  0.94938723P 0.95048466P 0.95168652P 0.95295346P 0.95426668P
(12 75  5):  0.95561348P 0.95697879P 0.95827110P 0.96016464H 0.96186832H
(12 75 10):  0.96349281H 0.96505958H 0.96646293H 0.96791854H 0.96934353H
(12 75 15):  0.97069281H 0.97192740H 0.97331732P 0.97488348P 0.97807380P
(12 75 20):  0.98085808P 0.98329432P 0.98538253P 0.98747074P 0.98747074P
(12 75 25):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 75 30):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 75 35):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 75 40):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 75 45):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 75 50):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 75 55):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 75 60):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 75 65):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 75 70):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 75 75):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 75 80):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 75 85):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 75 90):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 75 95):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H

(12 76  0):  0.95165778P 0.95271063P 0.95384753P 0.95504696P 0.95629622P
(12 76  5):  0.95756399P 0.95885631P 0.96016464H 0.96186832H 0.96349281H
(12 76 10):  0.96505958H 0.96646293H 0.96791854H 0.96934353H 0.97069281H
(12 76 15):  0.97256370P 0.97456359P 0.97605660P 0.97909791P 0.98175214P
(12 76 20):  0.98407460P 0.98606527P 0.98805595P 0.98805595P 1.00000000H
(12 76 25):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 76 30):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 76 35):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 76 40):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 76 45):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 76 50):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 76 55):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 76 60):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 76 65):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 76 70):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 76 75):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 76 80):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 76 85):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 76 90):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H
(12 76 95):  1.00000000H 1.00000000H 1.00000000H 1.00000000H 1.00000000H

(12 77  0):  0.95449690P 0.95552152P 0.95659333P 0.95771843P 0.95888102P
(12 77  5):  0.96010135P 0.96138752P 0.96274104P 0.96414932P 0.96563161P
(12 77 10):  0.96707686P 0.96870953P 0.97045805P 0.97227041P 0.97408132P
(12 77 15):  0.97597059P 0.97738101P 0.98025410P 0.98276151P 0.98495550P
(12 77 20):  0.98683606P 0.98871663P 0.98871663P 1.00000000H 1.00000000H
